V1;V2;V3;V4;V5;V6;V7;V8;V9;V10
-117.8;248700.0;1253.0;14.0;7876.0;B;1162.0;3699.0;55.423;34.15
-117.8;211700.0;821.0;25.0;5039.0;B;802.0;2654.0;47.969;34.11
-117.8;174600.0;1164.0;17.0;5153.0;B;1083.0;2949.0;35.603;34.1
-117.8;161700.0;495.0;13.0;2996.0;B;464.0;1187.0;62.456;34.1
-117.79;224500.0;426.0;16.0;2426.0;B;446.0;1319.0;48.125;34.12
-117.79;215600.0;721.0;18.0;3814.0;B;692.0;1881.0;44.722;34.11
-117.83;349900.0;1153.0;26.0;8254.0;B;1131.0;3460.0;65.253;34.14
-117.83;451500.0;306.0;20.0;2421.0;B;298.0;1023.0;80.683;34.15
-117.82;309700.0;573.0;27.0;3770.0;B;562.0;1606.0;61.321;34.13
-117.84;198000.0;694.0;26.0;3773.0;B;688.0;2103.0;46.937;34.13
-117.87;451400.0;735.0;24.0;5745.0;B;679.0;2061.0;82.827;34.15
-117.93;156800.0;2005.0;14.0;9610.0;B;1907.0;4723.0;40.393;34.15
-117.9;212800.0;461.0;21.0;2056.0;B;429.0;1332.0;33.942;34.15
-117.9;184200.0;457.0;29.0;2240.0;A;407.0;1187.0;38.365;34.14
-117.9;155500.0;505.0;35.0;2259.0;A;509.0;1561.0;33.043;34.14
-117.91;166700.0;485.0;42.0;2225.0;B;464.0;1544.0;22.442;34.14
-117.89;222100.0;967.0;15.0;4644.0;A;867.0;2855.0;33.654;34.14
-117.88;355500.0;322.0;23.0;2308.0;B;317.0;1001.0;75.112;34.14
-117.88;186700.0;365.0;32.0;1764.0;B;329.0;924.0;3.875;34.14
-117.88;185500.0;718.0;33.0;3713.0;A;720.0;2106.0;40.023;34.13
-117.85;297200.0;429.0;35.0;2899.0;B;429.0;1251.0;61.049;34.14
-117.85;275000.0;248.0;35.0;1582.0;B;221.0;654.0;49.091;34.14
-117.86;283400.0;363.0;33.0;2344.0;B;359.0;1098.0;62.089;34.14
-117.87;269500.0;415.0;37.0;2655.0;B;401.0;1056.0;54.224;34.15
-117.86;235300.0;667.0;36.0;3097.0;B;634.0;1484.0;31.905;34.14
-117.87;209200.0;586.0;30.0;2495.0;B;559.0;1139.0;29.375;34.14
-117.85;233000.0;318.0;31.0;1959.0;B;303.0;1021.0;43.145;34.13
-117.85;192100.0;1033.0;30.0;4367.0;B;954.0;2524.0;30.448;34.12
-117.86;245500.0;428.0;33.0;2383.0;B;421.0;1269.0;4.636;34.13
-117.86;209500.0;280.0;40.0;1304.0;B;256.0;607.0;2.588;34.13
-117.86;170800.0;145.0;29.0;630.0;B;148.0;378.0;34.107;34.13
-117.87;194500.0;373.0;32.0;1741.0;A;333.0;872.0;34.219;34.13
-117.87;194300.0;413.0;29.0;1677.0;A;400.0;873.0;3.12;34.13
-117.82;209400.0;528.0;26.0;3118.0;B;545.0;1546.0;5.27;34.12
-117.84;228900.0;566.0;25.0;3465.0;B;536.0;1722.0;48.304;34.12
-117.83;203000.0;437.0;29.0;2671.0;B;445.0;1484.0;49.844;34.11
-117.84;191700.0;621.0;17.0;3499.0;B;621.0;1911.0;48.894;34.11
-117.84;187600.0;345.0;34.0;2026.0;B;332.0;1142.0;4.392;34.12
-117.85;223000.0;1659.0;25.0;9255.0;B;1627.0;4944.0;45.708;34.11
-117.81;348900.0;2474.0;13.0;18448.0;B;2397.0;7775.0;77.876;34.08
-117.81;192600.0;1176.0;23.0;7063.0;B;1112.0;3100.0;48.229;34.12
-117.81;150400.0;808.0;21.0;3481.0;B;746.0;1866.0;36.201;34.11
-117.81;144600.0;399.0;19.0;1935.0;B;389.0;1126.0;38.929;34.1
-117.83;231100.0;1978.0;18.0;11026.0;B;1923.0;5407.0;4.075;34.1
-117.76;202200.0;871.0;28.0;4086.0;B;853.0;1973.0;2.621;34.1
-117.78;177200.0;516.0;32.0;2643.0;B;478.0;1862.0;37.177;34.09
-117.79;190500.0;344.0;26.0;1664.0;B;339.0;1024.0;35.192;34.1
-117.76;275700.0;1509.0;16.0;9020.0;B;1486.0;3575.0;42.415;34.12
-117.77;230000.0;770.0;15.0;4260.0;B;695.0;2007.0;44.609;34.12
-117.76;180500.0;954.0;22.0;4935.0;B;938.0;2874.0;39.825;34.11
-117.77;167200.0;494.0;50.0;2388.0;B;459.0;1241.0;28.818;34.1
-117.77;180900.0;414.0;28.0;1998.0;B;389.0;1124.0;3.75;34.11
-117.78;212300.0;1381.0;23.0;7079.0;B;1327.0;3205.0;30.735;34.11
-117.74;214700.0;566.0;28.0;3494.0;B;522.0;1391.0;53.637;34.11
-117.75;240700.0;998.0;25.0;5411.0;B;1019.0;2243.0;43.148;34.12
-117.74;136000.0;604.0;26.0;2723.0;B;498.0;1847.0;26.779;34.1
-117.74;121900.0;488.0;29.0;2742.0;B;532.0;2477.0;35.072;34.1
-117.75;156800.0;2174.0;21.0;8069.0;B;2036.0;4369.0;32.756;34.1
-117.71;239500.0;1893.0;20.0;11250.0;B;1859.0;4952.0;56.785;34.12
-117.73;261800.0;894.0;26.0;6459.0;B;885.0;2487.0;62.089;34.12
-117.71;125000.0;130.0;41.0;555.0;B;123.0;1492.0;22.813;34.1
-117.71;212500.0;152.0;52.0;567.0;B;126.0;2688.0;1.875;34.1
-117.72;291200.0;496.0;52.0;2867.0;B;513.0;978.0;31.477;34.1
-117.72;181800.0;895.0;32.0;3241.0;B;810.0;1592.0;24.952;34.1
-117.72;289700.0;458.0;46.0;2477.0;B;455.0;1034.0;5.5;34.1
-117.73;226000.0;;37.0;3457.0;B;530.0;1344.0;58.891;34.1
-117.71;158700.0;476.0;36.0;2637.0;B;483.0;1385.0;41.739;34.09
-117.71;154200.0;494.0;26.0;2744.0;B;465.0;1411.0;42.639;34.08
-117.72;151800.0;328.0;36.0;1473.0;B;299.0;785.0;32.566;34.09
-117.72;152500.0;934.0;33.0;4979.0;B;874.0;2575.0;37.958;34.09
-117.73;112100.0;496.0;30.0;2345.0;B;454.0;1897.0;24.375;34.09
-117.73;117800.0;297.0;36.0;1543.0;B;303.0;1355.0;35.313;34.09
-117.73;115200.0;265.0;33.0;1350.0;B;257.0;1251.0;29.063;34.08
-117.74;136400.0;591.0;30.0;3199.0;B;563.0;2192.0;34.871;34.09
-117.75;135100.0;523.0;33.0;2824.0;B;493.0;1797.0;36.359;34.08
-117.75;139100.0;194.0;33.0;1067.0;B;201.0;600.0;40.368;34.08
-117.75;146900.0;556.0;36.0;3094.0;B;545.0;1672.0;42.143;34.09
-117.76;139200.0;502.0;37.0;2263.0;B;522.0;1677.0;29.388;34.08
-117.77;214800.0;932.0;27.0;5929.0;B;828.0;2817.0;60.434;34.08
-117.77;124000.0;652.0;36.0;2922.0;B;629.0;2392.0;28.661;34.07
-117.77;113600.0;662.0;29.0;2976.0;B;633.0;2452.0;30.638;34.07
-117.75;127300.0;348.0;52.0;1548.0;B;343.0;1131.0;2.63;34.07
-117.76;109800.0;394.0;51.0;1538.0;B;388.0;1173.0;23.156;34.07
-117.76;127200.0;247.0;48.0;1157.0;B;218.0;677.0;28.594;34.07
-117.76;103600.0;486.0;33.0;1831.0;B;472.0;1625.0;19.937;34.06
-117.76;92600.0;108.0;47.0;508.0;B;86.0;384.0;19.583;34.06
-117.77;108000.0;629.0;27.0;2178.0;B;591.0;2379.0;19.766;34.06
-117.78;113500.0;772.0;18.0;3610.0;B;765.0;2899.0;39.784;34.07
-117.78;114800.0;491.0;25.0;1712.0;B;478.0;1807.0;22.258;34.06
-117.79;116300.0;333.0;33.0;1694.0;B;301.0;1689.0;37.583;34.07
-117.79;116100.0;192.0;34.0;975.0;B;183.0;870.0;37.933;34.07
-117.78;128700.0;272.0;33.0;1056.0;B;300.0;964.0;24.464;34.06
-117.78;131300.0;590.0;39.0;2933.0;B;550.0;1886.0;39.224;34.05
-117.8;125900.0;1178.0;5.0;4536.0;A;909.0;2485.0;41.118;34.05
-117.8;108500.0;205.0;34.0;1081.0;B;252.0;1325.0;36.298;34.06
-117.82;117300.0;923.0;21.0;4031.0;A;834.0;2558.0;31.641;34.05
-117.76;91900.0;504.0;30.0;1700.0;B;459.0;1719.0;2.227;34.06
-117.76;98000.0;819.0;36.0;2910.0;B;782.0;3055.0;19.029;34.05
-117.75;93300.0;339.0;35.0;1293.0;B;312.0;1494.0;16.645;34.05
-117.76;116200.0;1004.0;36.0;3839.0;B;942.0;4711.0;23.859;34.05
-117.74;134300.0;298.0;35.0;1613.0;B;293.0;911.0;34.398;34.08
-117.74;135700.0;553.0;42.0;2504.0;B;509.0;1550.0;30.294;34.07
-117.74;129200.0;599.0;48.0;2438.0;B;548.0;1508.0;28.983;34.06
-117.74;140100.0;316.0;52.0;1868.0;B;328.0;947.0;42.415;34.07
-117.75;161000.0;213.0;52.0;1279.0;B;204.0;444.0;52.269;34.07
-117.75;146200.0;586.0;52.0;2550.0;B;576.0;1246.0;16.006;34.07
-117.72;128800.0;491.0;34.0;2742.0;B;496.0;1761.0;32.481;34.08
-117.72;134200.0;740.0;33.0;4100.0;B;730.0;2580.0;37.321;34.07
-117.73;130800.0;1069.0;28.0;5173.0;B;954.0;3502.0;38.438;34.08
-117.73;135000.0;725.0;34.0;4038.0;B;759.0;2716.0;41.339;34.07
-117.72;113200.0;654.0;32.0;2209.0;B;569.0;1718.0;19.643;34.06
-117.73;117800.0;108.0;34.0;344.0;B;119.0;315.0;31.786;34.06
-117.73;98800.0;115.0;51.0;498.0;B;112.0;368.0;14.063;34.06
-117.73;122600.0;489.0;33.0;1921.0;B;467.0;1430.0;23.406;34.07
-117.73;119400.0;261.0;33.0;1025.0;B;269.0;854.0;22.596;34.07
-117.73;118100.0;243.0;36.0;975.0;B;233.0;809.0;28.929;34.05
-117.73;113300.0;771.0;28.0;2758.0;B;694.0;2877.0;20.734;34.05
-117.74;94300.0;317.0;30.0;1185.0;B;302.0;1466.0;2.625;34.05
-117.74;110700.0;700.0;29.0;2452.0;B;665.0;3029.0;21.354;34.05
-117.74;110900.0;237.0;27.0;852.0;B;221.0;1024.0;21.141;34.05
-117.75;110600.0;358.0;46.0;1480.0;B;348.0;1511.0;19.718;34.05
-117.73;129700.0;814.0;26.0;3827.0;B;810.0;3367.0;3.15;34.04
-117.73;118100.0;378.0;42.0;1967.0;B;348.0;1459.0;30.375;34.03
-117.74;116400.0;464.0;33.0;2318.0;B;451.0;1904.0;37.454;34.02
-117.74;129600.0;440.0;27.0;2215.0;B;449.0;1987.0;30.429;34.04
-117.74;123300.0;809.0;27.0;3623.0;B;754.0;3712.0;34.609;34.03
-117.75;113600.0;636.0;22.0;2948.0;B;602.0;2600.0;3.125;34.04
-117.76;115800.0;;34.0;1914.0;B;328.0;1564.0;28.347;34.04
-117.76;113000.0;448.0;36.0;2242.0;B;447.0;2052.0;34.464;34.04
-117.85;227900.0;402.0;26.0;2712.0;A;377.0;1389.0;56.513;34.0
-117.86;310700.0;2812.0;10.0;17820.0;A;2666.0;8686.0;63.875;33.99
-117.8;247600.0;643.0;25.0;4240.0;A;637.0;1885.0;62.384;34.03
-117.78;253900.0;5290.0;8.0;32054.0;A;5050.0;15507.0;60.191;34.03
-117.83;212900.0;1650.0;16.0;9446.0;A;1534.0;4911.0;50.111;34.01
-117.8;230600.0;591.0;23.0;3351.0;A;522.0;1535.0;50.869;34.02
-117.81;282100.0;1642.0;12.0;9197.0;A;1554.0;4332.0;49.589;34.01
-117.79;315600.0;2862.0;5.0;18690.0;A;2777.0;9427.0;64.266;34.02
-117.84;253800.0;117.0;26.0;797.0;A;114.0;383.0;68.758;34.0
-117.83;267000.0;2751.0;14.0;17527.0;A;2676.0;8380.0;62.734;33.99
-117.84;221200.0;557.0;26.0;3638.0;A;593.0;1993.0;61.076;33.98
-117.83;368300.0;3078.0;11.0;21533.0;A;2890.0;9671.0;70.329;33.97
-117.87;339700.0;4179.0;7.0;27700.0;A;4072.0;15037.0;66.288;34.04
-117.86;262100.0;937.0;19.0;6300.0;A;943.0;3671.0;59.716;34.02
-117.86;264400.0;;16.0;4632.0;A;727.0;3038.0;51.762;34.01
-117.87;271500.0;575.0;16.0;3552.0;A;573.0;2120.0;64.333;34.02
-117.84;402500.0;1544.0;4.0;9959.0;A;1429.0;4904.0;69.754;34.04
-117.85;462700.0;497.0;24.0;3128.0;A;472.0;1406.0;75.286;34.06
-117.85;386200.0;166.0;23.0;1160.0;A;178.0;467.0;8.105;34.08
-117.85;500001.0;101.0;32.0;761.0;A;95.0;295.0;111.077;34.07
-117.86;380900.0;349.0;31.0;2524.0;A;343.0;1003.0;75.196;34.08
-117.87;267200.0;716.0;33.0;4518.0;A;764.0;2037.0;56.015;34.08
-117.87;258700.0;882.0;21.0;4723.0;A;768.0;2210.0;38.167;34.07
-117.85;189900.0;944.0;22.0;5179.0;A;884.0;2315.0;4.51;34.1
-117.86;218200.0;585.0;29.0;3855.0;A;609.0;2205.0;55.496;34.09
-117.85;263900.0;639.0;16.0;4556.0;A;651.0;2066.0;64.667;34.09
-117.86;239100.0;542.0;26.0;3408.0;A;543.0;1664.0;61.498;34.09
-117.87;191700.0;477.0;25.0;2208.0;A;424.0;1084.0;3.775;34.1
-117.87;189600.0;327.0;31.0;1484.0;A;317.0;927.0;36.484;34.09
-117.88;216600.0;621.0;32.0;3357.0;A;604.0;1696.0;42.685;34.1
-117.89;188300.0;320.0;36.0;1811.0;A;332.0;1005.0;55.629;34.09
-117.87;220000.0;191.0;36.0;1267.0;A;200.0;640.0;52.405;34.09
-117.87;206900.0;800.0;33.0;3630.0;A;796.0;2257.0;32.469;34.08
-117.88;186000.0;790.0;29.0;3416.0;A;728.0;2223.0;35.109;34.09
-117.86;180600.0;490.0;23.0;2535.0;A;466.0;1327.0;35.977;34.1
-117.86;196900.0;197.0;29.0;1185.0;A;196.0;588.0;50.832;34.1
-117.87;173300.0;1363.0;15.0;6409.0;A;1267.0;3359.0;3.875;34.1
-117.84;180700.0;1624.0;17.0;7836.0;A;1526.0;4419.0;38.465;34.1
-117.85;180600.0;403.0;27.0;1748.0;B;416.0;985.0;31.133;34.11
-117.87;183800.0;361.0;33.0;2059.0;A;339.0;1073.0;42.454;34.12
-117.88;158500.0;274.0;33.0;1485.0;A;258.0;1006.0;51.708;34.12
-117.88;178000.0;165.0;34.0;912.0;A;150.0;522.0;40.417;34.12
-117.87;174500.0;220.0;34.0;1004.0;A;217.0;772.0;38.571;34.12
-117.87;199600.0;819.0;23.0;4066.0;A;737.0;2105.0;46.556;34.11
-117.87;192200.0;211.0;34.0;1324.0;A;228.0;799.0;45.234;34.11
-117.88;182700.0;602.0;30.0;3082.0;A;619.0;2008.0;41.411;34.11
-117.89;168800.0;241.0;35.0;1470.0;A;246.0;885.0;49.239;34.12
-117.88;165300.0;276.0;35.0;1574.0;A;289.0;1088.0;40.938;34.12
-117.89;151300.0;147.0;36.0;806.0;A;153.0;446.0;45.221;34.11
-117.88;157000.0;670.0;18.0;2923.0;A;656.0;1751.0;32.383;34.11
-117.89;141900.0;272.0;35.0;1447.0;A;268.0;1224.0;39.934;34.12
-117.89;141300.0;321.0;35.0;1566.0;A;317.0;1396.0;4.05;34.12
-117.89;140200.0;535.0;27.0;2434.0;A;498.0;1623.0;36.875;34.11
-117.9;140100.0;255.0;37.0;1286.0;A;249.0;1047.0;42.019;34.11
-117.88;155600.0;654.0;25.0;2559.0;A;623.0;1674.0;28.547;34.13
-117.88;164300.0;351.0;36.0;2029.0;A;364.0;1327.0;41.836;34.12
-117.89;147400.0;386.0;34.0;2159.0;A;385.0;1443.0;41.995;34.13
-117.9;117600.0;856.0;25.0;3076.0;A;752.0;2868.0;26.619;34.13
-117.9;136100.0;391.0;32.0;1640.0;A;358.0;1312.0;26.292;34.13
-117.9;139800.0;316.0;5.0;1126.0;A;311.0;819.0;1.5;34.13
-117.9;133000.0;422.0;37.0;1801.0;A;425.0;1564.0;31.597;34.13
-117.9;124100.0;456.0;33.0;1788.0;A;361.0;1787.0;26.629;34.12
-117.9;138200.0;361.0;33.0;1555.0;A;386.0;1571.0;40.529;34.12
-117.9;151400.0;194.0;35.0;957.0;A;221.0;804.0;33.322;34.12
-117.91;138500.0;328.0;34.0;1540.0;A;317.0;1037.0;22.132;34.13
-117.92;132600.0;398.0;42.0;1762.0;B;365.0;1526.0;28.643;34.13
-117.91;145500.0;578.0;41.0;2673.0;A;592.0;2259.0;37.846;34.12
-117.91;149500.0;309.0;33.0;1391.0;A;298.0;1038.0;41.944;34.12
-117.92;144400.0;576.0;32.0;2552.0;A;548.0;2161.0;29.459;34.12
-117.93;134400.0;67.0;36.0;294.0;B;80.0;266.0;35.385;34.12
-117.9;142600.0;1316.0;23.0;4776.0;A;1187.0;4797.0;21.667;34.11
-117.91;153000.0;684.0;20.0;3158.0;A;713.0;2396.0;3.525;34.11
-117.92;126200.0;695.0;24.0;2838.0;A;645.0;2151.0;32.202;34.11
-117.94;153400.0;254.0;31.0;1239.0;A;244.0;929.0;33.625;34.1
-117.97;137500.0;28.0;18.0;123.0;B;26.0;121.0;30.417;34.11
-117.99;141000.0;527.0;11.0;2399.0;B;531.0;2307.0;35.625;34.08
-117.99;147200.0;369.0;31.0;1507.0;B;347.0;1548.0;34.327;34.07
-117.98;139400.0;888.0;15.0;3543.0;B;823.0;3131.0;30.184;34.07
-117.98;152500.0;106.0;28.0;441.0;B;108.0;504.0;29.107;34.07
-117.99;145800.0;616.0;32.0;2491.0;B;595.0;2660.0;2.564;34.06
-118.0;138500.0;456.0;34.0;1696.0;B;426.0;1609.0;2.25;34.07
-117.99;145900.0;360.0;35.0;1681.0;B;373.0;1648.0;24.911;34.07
-117.99;134800.0;207.0;35.0;1032.0;B;191.0;954.0;28.906;34.08
-117.97;142400.0;480.0;8.0;2027.0;B;447.0;1781.0;30.806;34.08
-117.97;164100.0;474.0;30.0;2227.0;B;481.0;1961.0;33.261;34.08
-117.96;158400.0;709.0;32.0;2910.0;A;670.0;2583.0;37.736;34.07
-117.97;157100.0;496.0;20.0;2063.0;A;468.0;1573.0;3.2;34.07
-117.97;162500.0;364.0;22.0;1438.0;A;335.0;1325.0;27.802;34.07
-117.98;152200.0;830.0;17.0;3640.0;B;807.0;3537.0;34.784;34.08
-117.98;159700.0;1209.0;22.0;5661.0;B;1178.0;5389.0;37.727;34.1
-117.98;161300.0;617.0;31.0;3073.0;B;594.0;2640.0;3.5;34.09
-117.97;160500.0;761.0;27.0;3569.0;B;762.0;3339.0;41.304;34.09
-117.95;140800.0;448.0;29.0;1986.0;B;432.0;2013.0;31.034;34.11
-117.96;141600.0;904.0;35.0;4036.0;B;846.0;3878.0;32.957;34.1
-117.97;143900.0;316.0;33.0;1558.0;B;338.0;1600.0;29.712;34.1
-117.97;160100.0;277.0;26.0;1399.0;B;276.0;1285.0;4.0;34.1
-117.96;160800.0;613.0;30.0;2686.0;B;573.0;2477.0;34.427;34.09
-117.96;131000.0;534.0;6.0;1954.0;B;496.0;1584.0;31.621;34.09
-117.96;141800.0;657.0;30.0;2775.0;B;642.0;2847.0;32.266;34.1
-117.97;143400.0;639.0;31.0;2779.0;B;670.0;2259.0;34.032;34.09
-117.95;166500.0;484.0;21.0;2215.0;A;419.0;1792.0;28.375;34.09
-117.95;154100.0;476.0;34.0;2278.0;A;448.0;1728.0;3.125;34.08
-117.95;140600.0;324.0;18.0;1179.0;A;331.0;1296.0;2.851;34.09
-117.96;151800.0;338.0;39.0;1076.0;A;332.0;1242.0;22.679;34.08
-117.96;159900.0;850.0;33.0;4151.0;A;848.0;3563.0;31.912;34.08
-117.96;173100.0;552.0;28.0;2831.0;A;557.0;2330.0;39.741;34.08
-117.94;176700.0;675.0;21.0;2707.0;A;626.0;1742.0;21.062;34.09
-117.94;195400.0;514.0;32.0;2704.0;A;497.0;1669.0;44.653;34.08
-117.94;201200.0;476.0;34.0;1970.0;A;406.0;1269.0;4.064;34.08
-117.94;187700.0;417.0;35.0;2393.0;A;418.0;1336.0;4.87;34.08
-117.95;189000.0;203.0;37.0;1137.0;A;226.0;672.0;32.969;34.08
-117.95;176500.0;399.0;37.0;1987.0;A;378.0;1279.0;41.172;34.07
-117.93;163900.0;431.0;34.0;2192.0;A;428.0;1376.0;39.861;34.09
-117.93;161300.0;153.0;35.0;782.0;A;163.0;499.0;42.062;34.09
-117.93;165500.0;353.0;35.0;1891.0;A;382.0;1093.0;40.167;34.09
-117.93;154200.0;225.0;37.0;1185.0;A;235.0;769.0;44.625;34.09
-117.92;191900.0;228.0;36.0;1285.0;A;231.0;679.0;38.705;34.08
-117.92;185200.0;408.0;35.0;2108.0;A;414.0;1257.0;41.312;34.08
-117.93;188800.0;305.0;34.0;1409.0;A;273.0;819.0;33.977;34.07
-117.93;187100.0;246.0;36.0;1371.0;A;241.0;806.0;45.078;34.08
-117.93;206000.0;128.0;35.0;689.0;A;128.0;379.0;39.583;34.08
-117.93;197000.0;285.0;36.0;1597.0;A;272.0;901.0;43.947;34.08
-117.93;185800.0;317.0;36.0;1788.0;A;320.0;1139.0;4.125;34.08
-117.91;217100.0;452.0;33.0;2325.0;A;445.0;1170.0;36.625;34.08
-117.91;186900.0;266.0;35.0;1443.0;A;262.0;861.0;35.795;34.08
-117.92;189600.0;251.0;36.0;1479.0;A;245.0;741.0;42.986;34.08
-117.92;207000.0;323.0;35.0;1860.0;A;305.0;1011.0;35.536;34.08
-117.92;199400.0;311.0;35.0;1897.0;A;323.0;965.0;57.039;34.08
-117.91;181100.0;722.0;28.0;3694.0;A;718.0;1999.0;32.813;34.1
-117.91;185400.0;1037.0;20.0;4327.0;A;963.0;2296.0;30.441;34.09
-117.92;165700.0;318.0;35.0;1810.0;A;332.0;1164.0;50.123;34.09
-117.92;150500.0;397.0;33.0;1921.0;A;393.0;1492.0;4.375;34.1
-117.9;166000.0;653.0;31.0;3007.0;A;616.0;1766.0;37.083;34.1
-117.91;166700.0;478.0;35.0;2746.0;A;501.0;1779.0;4.25;34.1
-117.92;160700.0;603.0;35.0;2994.0;A;561.0;1933.0;40.052;34.1
-117.89;180400.0;728.0;27.0;3341.0;A;679.0;1762.0;29.437;34.1
-117.89;175900.0;544.0;35.0;3185.0;A;564.0;1858.0;38.304;34.1
-117.89;168600.0;411.0;34.0;2048.0;A;416.0;1456.0;3.125;34.1
-117.9;176600.0;475.0;35.0;2739.0;A;483.0;1481.0;45.655;34.1
-117.9;220800.0;272.0;34.0;1562.0;A;266.0;825.0;4.125;34.09
-117.9;201200.0;356.0;32.0;2068.0;A;370.0;976.0;5.212;34.08
-117.89;181300.0;280.0;37.0;1055.0;A;206.0;538.0;24.167;34.09
-117.89;188900.0;330.0;35.0;1205.0;A;319.0;583.0;23.971;34.09
-117.89;176700.0;394.0;37.0;1813.0;A;375.0;1100.0;34.453;34.09
-117.9;191800.0;333.0;39.0;1726.0;A;335.0;892.0;43.409;34.09
-117.88;187800.0;1538.0;30.0;6132.0;A;1449.0;3147.0;27.763;34.08
-117.89;215600.0;335.0;35.0;1711.0;A;356.0;825.0;3.5;34.08
-117.89;207400.0;489.0;25.0;2115.0;A;477.0;1107.0;31.949;34.08
-117.89;200300.0;450.0;32.0;2374.0;A;427.0;1580.0;38.837;34.07
-117.9;204400.0;1251.0;32.0;5482.0;A;1117.0;3426.0;32.943;34.08
-117.87;428500.0;470.0;25.0;3652.0;A;484.0;1525.0;101.248;34.06
-117.88;491200.0;1124.0;23.0;6689.0;A;1047.0;3081.0;59.254;34.06
-117.9;287200.0;194.0;35.0;1313.0;A;209.0;599.0;7.5;34.06
-117.9;274700.0;290.0;33.0;1701.0;A;275.0;831.0;54.469;34.06
-117.9;266200.0;209.0;33.0;1330.0;A;192.0;578.0;56.406;34.06
-117.89;188600.0;261.0;35.0;1439.0;A;271.0;804.0;39.808;34.07
-117.9;172000.0;294.0;35.0;1646.0;A;280.0;1056.0;3.055;34.07
-117.89;218800.0;137.0;35.0;834.0;A;123.0;392.0;45.179;34.07
-117.9;268300.0;469.0;34.0;2956.0;A;464.0;1488.0;53.664;34.06
-117.9;249400.0;164.0;36.0;1009.0;A;149.0;466.0;58.519;34.07
-117.91;189000.0;270.0;36.0;1390.0;A;266.0;887.0;50.897;34.07
-117.91;204200.0;561.0;33.0;2938.0;A;549.0;1519.0;45.594;34.07
-117.92;197600.0;609.0;34.0;2819.0;A;558.0;1718.0;35.547;34.06
-117.92;191700.0;207.0;36.0;1057.0;A;207.0;658.0;47.708;34.07
-117.92;195500.0;399.0;29.0;1699.0;A;411.0;1052.0;32.122;34.07
-117.91;218300.0;521.0;29.0;3250.0;A;513.0;1382.0;5.112;34.06
-117.91;211100.0;;35.0;3189.0;A;500.0;1727.0;50.758;34.05
-117.92;224900.0;467.0;35.0;2894.0;A;479.0;1420.0;5.184;34.06
-117.93;202100.0;262.0;37.0;1505.0;A;259.0;798.0;54.635;34.06
-117.93;187500.0;183.0;35.0;1022.0;A;187.0;628.0;39.375;34.06
-117.93;205100.0;221.0;36.0;1340.0;A;244.0;848.0;41.731;34.05
-117.93;190700.0;623.0;32.0;3055.0;A;565.0;1902.0;42.926;34.05
-117.92;182500.0;22.0;38.0;175.0;A;20.0;129.0;97.066;34.07
-117.93;202800.0;688.0;28.0;3342.0;A;647.0;2210.0;34.596;34.06
-117.95;204800.0;227.0;34.0;1428.0;A;249.0;890.0;58.722;34.05
-117.94;210200.0;662.0;32.0;3418.0;A;622.0;2003.0;40.333;34.06
-117.94;193900.0;422.0;34.0;1921.0;A;447.0;1230.0;36.648;34.06
-117.93;207300.0;209.0;36.0;1207.0;A;213.0;683.0;53.559;34.07
-117.94;170800.0;404.0;25.0;1814.0;A;363.0;1187.0;33.523;34.07
-117.95;195200.0;260.0;37.0;1375.0;A;272.0;951.0;32.083;34.07
-117.95;184800.0;415.0;32.0;2252.0;A;411.0;1370.0;46.312;34.06
-117.96;191700.0;529.0;35.0;2819.0;A;485.0;1508.0;46.118;34.07
-117.96;183200.0;381.0;34.0;2226.0;A;365.0;1464.0;44.102;34.06
-117.96;167300.0;462.0;31.0;2017.0;A;457.0;1462.0;2.067;34.06
-117.97;162700.0;268.0;33.0;1452.0;A;278.0;1274.0;36.563;34.05
-117.97;166800.0;684.0;34.0;3580.0;A;636.0;2786.0;40.469;34.06
-117.98;160300.0;228.0;33.0;1353.0;A;237.0;1079.0;45.417;34.06
-117.97;155500.0;;31.0;2516.0;A;497.0;2194.0;32.413;34.06
-117.98;160700.0;407.0;36.0;2391.0;A;398.0;1967.0;40.274;34.06
-117.98;156900.0;426.0;35.0;2342.0;A;416.0;2176.0;37.454;34.05
-117.99;151100.0;317.0;35.0;1792.0;A;306.0;1441.0;37.917;34.05
-117.97;157600.0;422.0;33.0;2028.0;A;371.0;1727.0;28.438;34.05
-117.97;158000.0;160.0;36.0;931.0;A;201.0;746.0;31.667;34.05
-117.97;161400.0;206.0;36.0;1299.0;A;216.0;763.0;35.179;34.05
-117.97;155700.0;495.0;34.0;2050.0;A;465.0;1832.0;28.333;34.05
-117.98;159800.0;315.0;33.0;1560.0;A;313.0;1467.0;41.429;34.05
-117.98;154600.0;537.0;34.0;2547.0;A;498.0;2108.0;34.722;34.04
-117.97;163300.0;295.0;32.0;1507.0;A;324.0;1326.0;4.119;34.04
-117.97;157300.0;417.0;28.0;1686.0;A;388.0;1355.0;25.192;34.04
-117.96;150400.0;;35.0;2093.0;A;403.0;1755.0;34.115;34.03
-117.96;152600.0;331.0;35.0;1623.0;A;312.0;1462.0;39.803;34.03
-117.95;155800.0;326.0;33.0;1453.0;A;319.0;1609.0;37.578;34.03
-117.95;145700.0;159.0;35.0;804.0;A;179.0;727.0;27.361;34.03
-117.96;163100.0;263.0;35.0;1254.0;A;268.0;1092.0;46.364;34.05
